Campaign,Keyword,Criterion Type,Type,Comment
SZ_Search_BayArea_Hyper_ExactPhrase_2026,air purification cartridge sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,albuquerque,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,alexa cooler,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,alexa fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,aluminum fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,amana,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,amazon,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,annual maintenance,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,answers,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,antique fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,app,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,app controlled fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,app fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,appliance sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,aquarium cooler,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,are sub zero fridges worth it,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,are sub zero refrigerators noisy,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,are sub zero refrigerators worth it,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,army cooler,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,art fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,art magnet,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,artistic fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,atlanta,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,attic fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,auction,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,authorized,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,automatic fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bakery cooler,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,banquet fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bar cooler,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bar fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,barbie fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,base cooler,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,basement fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,beer chiller,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,beer cooler,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bellevue,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,best,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,best buy,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,best fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,beverage center sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,beverage drawers sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,beverage fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bi 42 sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bi 42sd s th,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bi 42ufdid o,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bi36 sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bio fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,biology fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,black fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,blast chiller,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,blue fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,blueprint,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bluetooth fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,boat fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,boca,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,body fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bond,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bosch,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bosch filter,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,boston,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,brand new,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,branded cooler,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,brazil,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,broiler,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,broken fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,brooklyn,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,budget,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,built in fridge sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,built in sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,built in sub zero fridge,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,built in sub zero refrigerator,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,butcher fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,button repair,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,buy,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,buy filter,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,buy freezer,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,buy ice machine,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,buy online,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,buy part,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,buy refrigerator,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,bypass,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cabin fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cadaver cooler,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cafe equipment,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cafe fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cafeteria,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,calibrate,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,calibration,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,call center,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,call sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,call support fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,camping cooler,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,camping fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,canada,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,capacitor,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,car fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,carbon filter,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,career,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,catalog,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,catering,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,catering fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,certificate,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,certification,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,change,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,changing light bulb in sub zero refrigerator,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,changing sub zero water filter,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,changing water filter on sub zero fridge,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,charity fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cheap,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cheapest,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cheese fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,chicago,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,children fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,chiller,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,church fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cincinnati,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,circuit board,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl3650,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl3650f o l,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl3650u o,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl3650u o l,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl3650u o r,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl3650u s p r,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl3650ufd o,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl3650ufdid o,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl3650ufdidsp,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl3650uid o l,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl3650uidspr,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4250s o,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4250sd o,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4250sid o,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4250sst,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4250ufdid o,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4250ufdid o panel specs,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4250ufdid o sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4850s o,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4850s o sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4850sid o,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4850so,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4850ufd o,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4850ufd s t,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4850ufdid 0,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4850ufdid o,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4850ufdidsp,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cl4850ufdsp,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,claim,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,claim fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,claims,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,class,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,class action,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,classic fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,classic sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,clean,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,clean wolf range top,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,clean wolf stove top,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cleaner,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cleaning,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,client,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,clinic fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,closer,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,code,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,coffee,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,coffee maker repair,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,coffee vending,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,coil cleaning,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cold chamber,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cold room,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cold storage,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,cold warehouse,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,coleman cooler,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,collectible fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,collection,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,collection magnet,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,college,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,college fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,colorful fridge,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,com,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,commercial kitchen,Phrase,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,commercial sub zero,Exact,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,compare,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,complaints,Broad,Campaign negative,Expanded negative control
SZ_Search_BayArea_Hyper_ExactPhrase_2026,compressor for sale,Phrase,Campaign negative,Expanded negative control
