Campaign,Ad Group,Keyword,Criterion Type,Max CPC,Final URL,Campaign Status,Ad Group Status,Status,Comment
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero service san francisco ca,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator repair,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator repair,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator repair in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator repair in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator service san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator service san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator service,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator service,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator service in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator service in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator repair service san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator repair service san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator repair service,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator repair service,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator repair service in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator repair service in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator technician san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator technician san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator technician,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator technician,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator technician in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator technician in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator same day repair san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator same day repair san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator same day repair,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator same day repair,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator same day repair in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator same day repair in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator emergency repair san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator emergency repair san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator emergency repair,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator emergency repair,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator emergency repair in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator emergency repair in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator not cooling repair san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator not cooling repair san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator not cooling repair,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator not cooling repair,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator not cooling repair in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator not cooling repair in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator not freezing repair san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator not freezing repair san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator not freezing repair,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator not freezing repair,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator not freezing repair in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator not freezing repair in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator not working repair san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator not working repair san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator not working repair,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator not working repair,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator not working repair in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator not working repair in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator leaking repair san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator leaking repair san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator leaking repair,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero refrigerator leaking repair,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator leaking repair in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero refrigerator leaking repair in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge repair san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge repair san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge repair,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge repair,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge repair in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge repair in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge service san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge service san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge service,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge service,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge service in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge service in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge repair service san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge repair service san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge repair service,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge repair service,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge repair service in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge repair service in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge technician san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge technician san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge technician,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge technician,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge technician in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge technician in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge same day repair san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge same day repair san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge same day repair,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge same day repair,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge same day repair in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge same day repair in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge emergency repair san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge emergency repair san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge emergency repair,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge emergency repair,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge emergency repair in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge emergency repair in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge not cooling repair san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge not cooling repair san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge not cooling repair,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,san francisco sub zero fridge not cooling repair,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge not cooling repair in san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge not cooling repair in san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge not freezing repair san francisco,Exact,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Exact
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Francisco Repair,sub zero fridge not freezing repair san francisco,Phrase,42.00,https://appliance-pros.netlify.app/subzero/,Enabled,Enabled,Enabled,Geo San Francisco Repair | Phrase
