Campaign,Ad Group,Keyword,Criterion Type,Type,Comment
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Jose Repair,how to,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Jose Repair,diy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Jose Repair,buy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Jose Repair,for sale,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Oakland Repair,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Oakland Repair,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Oakland Repair,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Oakland Repair,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Oakland Repair,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Oakland Repair,parts,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Oakland Repair,manual,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Oakland Repair,how to,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Oakland Repair,diy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Oakland Repair,buy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Oakland Repair,for sale,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Palo Alto Repair,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Palo Alto Repair,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Palo Alto Repair,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Palo Alto Repair,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Palo Alto Repair,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Palo Alto Repair,parts,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Palo Alto Repair,manual,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Palo Alto Repair,how to,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Palo Alto Repair,diy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Palo Alto Repair,buy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Palo Alto Repair,for sale,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Mountain View Repair,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Mountain View Repair,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Mountain View Repair,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Mountain View Repair,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Mountain View Repair,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Mountain View Repair,parts,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Mountain View Repair,manual,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Mountain View Repair,how to,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Mountain View Repair,diy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Mountain View Repair,buy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Mountain View Repair,for sale,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Sunnyvale Repair,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Sunnyvale Repair,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Sunnyvale Repair,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Sunnyvale Repair,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Sunnyvale Repair,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Sunnyvale Repair,parts,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Sunnyvale Repair,manual,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Sunnyvale Repair,how to,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Sunnyvale Repair,diy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Sunnyvale Repair,buy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Sunnyvale Repair,for sale,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Mateo Repair,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Mateo Repair,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Mateo Repair,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Mateo Repair,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Mateo Repair,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Mateo Repair,parts,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Mateo Repair,manual,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Mateo Repair,how to,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Mateo Repair,diy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Mateo Repair,buy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo San Mateo Repair,for sale,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Redwood City Repair,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Redwood City Repair,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Redwood City Repair,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Redwood City Repair,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Redwood City Repair,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Redwood City Repair,parts,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Redwood City Repair,manual,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Redwood City Repair,how to,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Redwood City Repair,diy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Redwood City Repair,buy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Redwood City Repair,for sale,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Santa Clara Repair,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Santa Clara Repair,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Santa Clara Repair,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Santa Clara Repair,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Santa Clara Repair,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Santa Clara Repair,parts,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Santa Clara Repair,manual,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Santa Clara Repair,how to,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Santa Clara Repair,diy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Santa Clara Repair,buy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Santa Clara Repair,for sale,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Fremont Repair,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Fremont Repair,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Fremont Repair,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Fremont Repair,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Fremont Repair,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Fremont Repair,parts,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Fremont Repair,manual,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Fremont Repair,how to,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Fremont Repair,diy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Fremont Repair,buy,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Geo Fremont Repair,for sale,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Repair,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Repair,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Repair,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Repair,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Repair,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Repair,refrigerator,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Repair,fridge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Repair,freezer,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Repair,ice maker,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Service,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Service,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Service,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Service,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Service,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Service,refrigerator,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Service,fridge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Service,freezer,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Service,ice maker,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,refrigerator,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,fridge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,freezer,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,ice maker,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,not freezing,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,not working,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,leaking,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Cooling,not making ice,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Working,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Working,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Working,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Working,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Working,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Working,refrigerator,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Working,fridge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Working,freezer,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Working,ice maker,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Working,not cooling,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Working,not freezing,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Wine Cooler Not Working,leaking,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Repair,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Repair,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Repair,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Repair,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Repair,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Repair,refrigerator,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Repair,fridge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Repair,freezer,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Repair,wine cooler,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Service,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Service,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Service,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Service,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Service,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Service,refrigerator,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Service,fridge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Service,freezer,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Service,wine cooler,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Near Me,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Near Me,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Near Me,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Near Me,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Near Me,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Near Me,refrigerator,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Near Me,fridge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Near Me,freezer,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Near Me,wine cooler,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Technician,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Technician,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Technician,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Technician,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Technician,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Technician,refrigerator,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Technician,fridge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Technician,freezer,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Technician,wine cooler,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Working,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Working,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Working,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Working,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Working,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Working,refrigerator,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Working,fridge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Working,freezer,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Working,wine cooler,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Working,not cooling,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Working,not freezing,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Working,leaking,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Making Ice,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Making Ice,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Making Ice,seal,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Making Ice,hinge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Making Ice,handle,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Making Ice,refrigerator,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Making Ice,fridge,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Making Ice,freezer,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Making Ice,wine cooler,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Making Ice,not cooling,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Making Ice,not freezing,Phrase,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Not Making Ice,leaking,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Leaking,door,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Leaking,gasket,Broad,Ad group negative,Intent/appliance separation
SZ_Search_BayArea_Hyper_ExactPhrase_2026,Ice Maker Leaking,seal,Broad,Ad group negative,Intent/appliance separation
