Campaign,Ad Group,Ad type,Labels,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Path 1,Path 2,Final URL,Final mobile URL,Tracking template,Final URL suffix,Custom parameters,Campaign Status,Ad Group Status,Status,Approval Status,Ad strength,Comment
SZ_Search_BayArea_Core,Wine Cooler Repair,Responsive search ad,rebuild_v1_urgency_test,Sub-Zero Wine Cooler Repair,,Need Help Today? Book Now,,Technician Arrives Same Day,,Emergency Slots Open Now,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Need fast help? Request same-day Sub-Zero service and get a confirmed arrival window.,,"Local tech visits fast, diagnoses quickly, and starts repair after your approval.",,"We handle urgent cooling, ice maker, leak, and freezer issues across Bay Area.",,Book online in 60 seconds or call now to secure the next open slot.,,sub-zero,wine-repair,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Urgency angle RSA test
SZ_Search_BayArea_Core,Wine Cooler Repair,Responsive search ad,rebuild_v1_price_test,Sub-Zero Wine Cooler Repair,,"Upfront Pricing, No Surprises",,Diagnosis Before Any Repair,,Approve Repair Before Work,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,"Transparent process: diagnosis first, clear quote second, repair only with approval.",,No hidden charges. You get upfront pricing and warranty on completed repair work.,,Compare options after diagnosis and choose what fits your budget and urgency.,,Schedule Sub-Zero service today and get a clear quote before any repair begins.,,sub-zero,wine-repair,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Price clarity RSA test
SZ_Search_BayArea_Core,Fridge Not Cooling,Responsive search ad,rebuild_v1_primary,Sub-Zero Not Cooling Repair,,Sub-Zero Service You Trust,,Experienced Fridge Specialists,,Reliable Local Repair Team,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Book Sub-Zero service in under a minute and choose a convenient Bay Area arrival window.,,"Our technician diagnoses first, explains options clearly, and repairs only with approval.",,"Get reliable in-home repair for cooling, ice, leak, and door issues across Bay Area.",,Call now or book online for same-day or next-day Sub-Zero service.,,sub-zero,not-cooling,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Primary trust-focused RSA
SZ_Search_BayArea_Core,Fridge Not Cooling,Responsive search ad,rebuild_v1_urgency_test,Sub-Zero Not Cooling Repair,,Need Help Today? Book Now,,Technician Arrives Same Day,,Emergency Slots Open Now,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Need fast help? Request same-day Sub-Zero service and get a confirmed arrival window.,,"Local tech visits fast, diagnoses quickly, and starts repair after your approval.",,"We handle urgent cooling, ice maker, leak, and freezer issues across Bay Area.",,Book online in 60 seconds or call now to secure the next open slot.,,sub-zero,not-cooling,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Urgency angle RSA test
SZ_Search_BayArea_Core,Fridge Not Cooling,Responsive search ad,rebuild_v1_price_test,Sub-Zero Not Cooling Repair,,"Upfront Pricing, No Surprises",,Diagnosis Before Any Repair,,Approve Repair Before Work,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,"Transparent process: diagnosis first, clear quote second, repair only with approval.",,No hidden charges. You get upfront pricing and warranty on completed repair work.,,Compare options after diagnosis and choose what fits your budget and urgency.,,Schedule Sub-Zero service today and get a clear quote before any repair begins.,,sub-zero,not-cooling,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Price clarity RSA test
SZ_Search_BayArea_Core,Fridge Warm Freezer Cold,Responsive search ad,rebuild_v1_primary,Fridge Warm Freezer Cold,,Sub-Zero Service You Trust,,Experienced Fridge Specialists,,Reliable Local Repair Team,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Book Sub-Zero service in under a minute and choose a convenient Bay Area arrival window.,,"Our technician diagnoses first, explains options clearly, and repairs only with approval.",,"Get reliable in-home repair for cooling, ice, leak, and door issues across Bay Area.",,Call now or book online for same-day or next-day Sub-Zero service.,,sub-zero,warm-cold,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Primary trust-focused RSA
SZ_Search_BayArea_Core,Fridge Warm Freezer Cold,Responsive search ad,rebuild_v1_urgency_test,Fridge Warm Freezer Cold,,Need Help Today? Book Now,,Technician Arrives Same Day,,Emergency Slots Open Now,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Need fast help? Request same-day Sub-Zero service and get a confirmed arrival window.,,"Local tech visits fast, diagnoses quickly, and starts repair after your approval.",,"We handle urgent cooling, ice maker, leak, and freezer issues across Bay Area.",,Book online in 60 seconds or call now to secure the next open slot.,,sub-zero,warm-cold,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Urgency angle RSA test
SZ_Search_BayArea_Core,Fridge Warm Freezer Cold,Responsive search ad,rebuild_v1_price_test,Fridge Warm Freezer Cold,,"Upfront Pricing, No Surprises",,Diagnosis Before Any Repair,,Approve Repair Before Work,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,"Transparent process: diagnosis first, clear quote second, repair only with approval.",,No hidden charges. You get upfront pricing and warranty on completed repair work.,,Compare options after diagnosis and choose what fits your budget and urgency.,,Schedule Sub-Zero service today and get a clear quote before any repair begins.,,sub-zero,warm-cold,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Price clarity RSA test
SZ_Search_BayArea_Core,Freezer Not Freezing,Responsive search ad,rebuild_v1_primary,Sub-Zero Freezer Not Freezing,,Sub-Zero Service You Trust,,Experienced Fridge Specialists,,Reliable Local Repair Team,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Book Sub-Zero service in under a minute and choose a convenient Bay Area arrival window.,,"Our technician diagnoses first, explains options clearly, and repairs only with approval.",,"Get reliable in-home repair for cooling, ice, leak, and door issues across Bay Area.",,Call now or book online for same-day or next-day Sub-Zero service.,,sub-zero,not-freezing,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Primary trust-focused RSA
SZ_Search_BayArea_Core,Freezer Not Freezing,Responsive search ad,rebuild_v1_urgency_test,Sub-Zero Freezer Not Freezing,,Need Help Today? Book Now,,Technician Arrives Same Day,,Emergency Slots Open Now,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Need fast help? Request same-day Sub-Zero service and get a confirmed arrival window.,,"Local tech visits fast, diagnoses quickly, and starts repair after your approval.",,"We handle urgent cooling, ice maker, leak, and freezer issues across Bay Area.",,Book online in 60 seconds or call now to secure the next open slot.,,sub-zero,not-freezing,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Urgency angle RSA test
SZ_Search_BayArea_Core,Freezer Not Freezing,Responsive search ad,rebuild_v1_price_test,Sub-Zero Freezer Not Freezing,,"Upfront Pricing, No Surprises",,Diagnosis Before Any Repair,,Approve Repair Before Work,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,"Transparent process: diagnosis first, clear quote second, repair only with approval.",,No hidden charges. You get upfront pricing and warranty on completed repair work.,,Compare options after diagnosis and choose what fits your budget and urgency.,,Schedule Sub-Zero service today and get a clear quote before any repair begins.,,sub-zero,not-freezing,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Price clarity RSA test
SZ_Search_BayArea_Core,Ice Maker Not Working,Responsive search ad,rebuild_v1_primary,Sub-Zero Ice Maker Repair,,Sub-Zero Service You Trust,,Experienced Fridge Specialists,,Reliable Local Repair Team,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Book Sub-Zero service in under a minute and choose a convenient Bay Area arrival window.,,"Our technician diagnoses first, explains options clearly, and repairs only with approval.",,"Get reliable in-home repair for cooling, ice, leak, and door issues across Bay Area.",,Call now or book online for same-day or next-day Sub-Zero service.,,sub-zero,ice-maker,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Primary trust-focused RSA
SZ_Search_BayArea_Core,Ice Maker Not Working,Responsive search ad,rebuild_v1_urgency_test,Sub-Zero Ice Maker Repair,,Need Help Today? Book Now,,Technician Arrives Same Day,,Emergency Slots Open Now,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Need fast help? Request same-day Sub-Zero service and get a confirmed arrival window.,,"Local tech visits fast, diagnoses quickly, and starts repair after your approval.",,"We handle urgent cooling, ice maker, leak, and freezer issues across Bay Area.",,Book online in 60 seconds or call now to secure the next open slot.,,sub-zero,ice-maker,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Urgency angle RSA test
SZ_Search_BayArea_Core,Ice Maker Not Working,Responsive search ad,rebuild_v1_price_test,Sub-Zero Ice Maker Repair,,"Upfront Pricing, No Surprises",,Diagnosis Before Any Repair,,Approve Repair Before Work,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,"Transparent process: diagnosis first, clear quote second, repair only with approval.",,No hidden charges. You get upfront pricing and warranty on completed repair work.,,Compare options after diagnosis and choose what fits your budget and urgency.,,Schedule Sub-Zero service today and get a clear quote before any repair begins.,,sub-zero,ice-maker,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Price clarity RSA test
SZ_Search_BayArea_Core,Ice Not Making,Responsive search ad,rebuild_v1_primary,Sub-Zero Not Making Ice,,Sub-Zero Service You Trust,,Experienced Fridge Specialists,,Reliable Local Repair Team,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Book Sub-Zero service in under a minute and choose a convenient Bay Area arrival window.,,"Our technician diagnoses first, explains options clearly, and repairs only with approval.",,"Get reliable in-home repair for cooling, ice, leak, and door issues across Bay Area.",,Call now or book online for same-day or next-day Sub-Zero service.,,sub-zero,not-making-ice,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Primary trust-focused RSA
SZ_Search_BayArea_Core,Ice Not Making,Responsive search ad,rebuild_v1_urgency_test,Sub-Zero Not Making Ice,,Need Help Today? Book Now,,Technician Arrives Same Day,,Emergency Slots Open Now,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Need fast help? Request same-day Sub-Zero service and get a confirmed arrival window.,,"Local tech visits fast, diagnoses quickly, and starts repair after your approval.",,"We handle urgent cooling, ice maker, leak, and freezer issues across Bay Area.",,Book online in 60 seconds or call now to secure the next open slot.,,sub-zero,not-making-ice,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Urgency angle RSA test
SZ_Search_BayArea_Core,Ice Not Making,Responsive search ad,rebuild_v1_price_test,Sub-Zero Not Making Ice,,"Upfront Pricing, No Surprises",,Diagnosis Before Any Repair,,Approve Repair Before Work,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,"Transparent process: diagnosis first, clear quote second, repair only with approval.",,No hidden charges. You get upfront pricing and warranty on completed repair work.,,Compare options after diagnosis and choose what fits your budget and urgency.,,Schedule Sub-Zero service today and get a clear quote before any repair begins.,,sub-zero,not-making-ice,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Price clarity RSA test
SZ_Search_BayArea_Core,Water Dispenser Repair,Responsive search ad,rebuild_v1_primary,Water Dispenser Repair,,Sub-Zero Service You Trust,,Experienced Fridge Specialists,,Reliable Local Repair Team,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Book Sub-Zero service in under a minute and choose a convenient Bay Area arrival window.,,"Our technician diagnoses first, explains options clearly, and repairs only with approval.",,"Get reliable in-home repair for cooling, ice, leak, and door issues across Bay Area.",,Call now or book online for same-day or next-day Sub-Zero service.,,sub-zero,water-dispense,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Primary trust-focused RSA
SZ_Search_BayArea_Core,Water Dispenser Repair,Responsive search ad,rebuild_v1_urgency_test,Water Dispenser Repair,,Need Help Today? Book Now,,Technician Arrives Same Day,,Emergency Slots Open Now,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,Need fast help? Request same-day Sub-Zero service and get a confirmed arrival window.,,"Local tech visits fast, diagnoses quickly, and starts repair after your approval.",,"We handle urgent cooling, ice maker, leak, and freezer issues across Bay Area.",,Book online in 60 seconds or call now to secure the next open slot.,,sub-zero,water-dispense,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Urgency angle RSA test
SZ_Search_BayArea_Core,Water Dispenser Repair,Responsive search ad,rebuild_v1_price_test,Water Dispenser Repair,,"Upfront Pricing, No Surprises",,Diagnosis Before Any Repair,,Approve Repair Before Work,,Same-Day Slots Available,,Book Service In 60 Seconds,,Local Sub-Zero Technicians,,Clear Quote After Diagnosis,,Warranty On Completed Repair,,Bay Area Home Visits,,Call Or Book Online,,We Repair Sub-Zero Models,,Trusted Appliance Pros Team,,No Repair Without Approval,,Fast In-Home Diagnostics,,"Transparent process: diagnosis first, clear quote second, repair only with approval.",,No hidden charges. You get upfront pricing and warranty on completed repair work.,,Compare options after diagnosis and choose what fits your budget and urgency.,,Schedule Sub-Zero service today and get a clear quote before any repair begins.,,sub-zero,water-dispense,https://appliancepros.netlify.app/subzero/,,,,,Enabled,Enabled,Enabled,,,Price clarity RSA test
