Campaign,Ad Group,Max CPC,Campaign Status,Ad Group Status,Comment
SZ_Search_BayArea_ExactPhrase_2026,Geo MountainView Repair,39.00,Enabled,Enabled,Intent/Geo: Geo MountainView Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo Novato Repair,39.00,Enabled,Enabled,Intent/Geo: Geo Novato Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo Oakland Repair,39.00,Enabled,Enabled,Intent/Geo: Geo Oakland Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo PaloAlto Repair,39.00,Enabled,Enabled,Intent/Geo: Geo PaloAlto Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo Pleasanton Repair,39.00,Enabled,Enabled,Intent/Geo: Geo Pleasanton Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo RedwoodCity Repair,39.00,Enabled,Enabled,Intent/Geo: Geo RedwoodCity Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo Richmond Repair,39.00,Enabled,Enabled,Intent/Geo: Geo Richmond Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo SanBruno Repair,39.00,Enabled,Enabled,Intent/Geo: Geo SanBruno Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo SanFrancisco Repair,39.00,Enabled,Enabled,Intent/Geo: Geo SanFrancisco Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo SanJose Repair,39.00,Enabled,Enabled,Intent/Geo: Geo SanJose Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo SanLeandro Repair,39.00,Enabled,Enabled,Intent/Geo: Geo SanLeandro Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo SanMateo Repair,39.00,Enabled,Enabled,Intent/Geo: Geo SanMateo Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo SanRafael Repair,39.00,Enabled,Enabled,Intent/Geo: Geo SanRafael Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo SantaClara Repair,39.00,Enabled,Enabled,Intent/Geo: Geo SantaClara Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo Sunnyvale Repair,39.00,Enabled,Enabled,Intent/Geo: Geo Sunnyvale Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo UnionCity Repair,39.00,Enabled,Enabled,Intent/Geo: Geo UnionCity Repair
SZ_Search_BayArea_ExactPhrase_2026,Geo WalnutCreek Repair,39.00,Enabled,Enabled,Intent/Geo: Geo WalnutCreek Repair
SZ_Search_BayArea_ExactPhrase_2026,Ice Maker Repair,40.00,Enabled,Enabled,Intent/Geo: Ice Maker Repair
SZ_Search_BayArea_ExactPhrase_2026,Noise Compressor Fan,36.00,Enabled,Enabled,Intent/Geo: Noise Compressor Fan
SZ_Search_BayArea_ExactPhrase_2026,Not Cooling Issues,42.00,Enabled,Enabled,Intent/Geo: Not Cooling Issues
SZ_Search_BayArea_ExactPhrase_2026,Not Freezing Issues,40.00,Enabled,Enabled,Intent/Geo: Not Freezing Issues
SZ_Search_BayArea_ExactPhrase_2026,Not Working Issues,38.00,Enabled,Enabled,Intent/Geo: Not Working Issues
SZ_Search_BayArea_ExactPhrase_2026,Technician Request,37.00,Enabled,Enabled,Intent/Geo: Technician Request
SZ_Search_BayArea_ExactPhrase_2026,Temperature Issues,37.00,Enabled,Enabled,Intent/Geo: Temperature Issues
SZ_Search_BayArea_ExactPhrase_2026,Water Leak Repair,42.00,Enabled,Enabled,Intent/Geo: Water Leak Repair
SZ_Search_BayArea_ExactPhrase_2026,Wine Cooler Repair,35.00,Enabled,Enabled,Intent/Geo: Wine Cooler Repair
