Campaign,Ad Group,Max CPC,Campaign Status,Ad Group Status,Comment
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Service,38.00,Enabled,Enabled,Hyper-segmentation: refrigerator | service
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Near Me,42.00,Enabled,Enabled,Hyper-segmentation: refrigerator | near_me
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Same Day,45.00,Enabled,Enabled,Hyper-segmentation: refrigerator | same_day
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Technician,39.00,Enabled,Enabled,Hyper-segmentation: refrigerator | technician
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Not Cooling,43.00,Enabled,Enabled,Hyper-segmentation: refrigerator | not_cooling
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Not Freezing,43.00,Enabled,Enabled,Hyper-segmentation: refrigerator | not_freezing
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Not Working,43.00,Enabled,Enabled,Hyper-segmentation: refrigerator | not_working
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Leaking,43.00,Enabled,Enabled,Hyper-segmentation: refrigerator | leaking
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Warm,41.00,Enabled,Enabled,Hyper-segmentation: refrigerator | warm
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Error Code,38.00,Enabled,Enabled,Hyper-segmentation: refrigerator | error_code
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Brand Repair,38.00,Enabled,Enabled,Hyper-segmentation: core | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Brand Service,37.00,Enabled,Enabled,Hyper-segmentation: core | service
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Near Me,43.00,Enabled,Enabled,Hyper-segmentation: core | near_me
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Same Day,46.00,Enabled,Enabled,Hyper-segmentation: core | same_day
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Emergency,48.00,Enabled,Enabled,Hyper-segmentation: core | emergency
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Technician,39.00,Enabled,Enabled,Hyper-segmentation: core | technician
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Repairman,39.00,Enabled,Enabled,Hyper-segmentation: core | repairman
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Mechanic,38.00,Enabled,Enabled,Hyper-segmentation: core | mechanic
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Specialist,38.00,Enabled,Enabled,Hyper-segmentation: core | specialist
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Not Cooling,43.00,Enabled,Enabled,Hyper-segmentation: core | not_cooling
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Not Freezing,43.00,Enabled,Enabled,Hyper-segmentation: core | not_freezing
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Not Working,43.00,Enabled,Enabled,Hyper-segmentation: core | not_working
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Leaking,43.00,Enabled,Enabled,Hyper-segmentation: core | leaking
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Warm,40.00,Enabled,Enabled,Hyper-segmentation: core | warm
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Beeping Noise,38.00,Enabled,Enabled,Hyper-segmentation: core | beeping_noise
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Core Error Code,38.00,Enabled,Enabled,Hyper-segmentation: core | error_code
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Berkeley Repair,40.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Cupertino Repair,40.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Daly City Repair,40.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Walnut Creek Repair,40.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Hayward Repair,40.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo San Leandro Repair,40.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Los Gatos Repair,41.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Menlo Park Repair,40.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Emergency,46.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Fridge Same Day,44.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Freezer Same Day,44.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Ice Maker Same Day,45.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Wine Cooler Same Day,43.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Service Call,43.00,Enabled,Enabled,v3+ expansion: geo/intent relevance cluster
